"species","SVL_cm","TL_cm","Ventrals","Subcaudals","Head._Length_mm","Head_Width_mm","Body_Width_mm","N_scales_bordering_L_parietals","N_scales_bordering_R_parietals","White_Ventral_Annuli_Bordering_Ventral_Black","Ventral_Annuli_In_BlackBand","X.Dorsal_Annuli_OR_juvenile_dorsal_black_bands","Ventral_Black_Bands","Ventral_Lower_Lower_ScCount","Ventral_Black_Upper_ScCount","Ventral_Orange_Lower_ScCount","Ventral_Orange_Upper_ScCount","Temporal_Pigmentation","Annulus.on.dorsal.black.tail.bands","Upper.temporal.divided"
"mcclungi",3.48461898980123,0.548121408509688,5.46383180502561,2.94443897916644,2.45787797740008,1.79840401194672,2.14280750059588,1.09861228866811,1.09861228866811,0.693147180559945,1.09861228866811,3.97029191355212,3.17805383034795,1.09861228866811,1.38629436111989,1.6094379124341,1.79175946922805,1.09861228866811,1.38629436111989,0.693147180559945
"mcclungi",3.57794789340665,1.06125650212434,5.34710753071747,2.83321334405622,2.48989419129904,1.79508725932073,2.27658329042083,1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,3.97029191355212,2.99573227355399,1.79175946922805,1.94591014905531,1.6094379124341,1.79175946922805,1.09861228866811,1.38629436111989,1.38629436111989
"mcclungi",3.88916371128206,0.99694863489161,5.32787616878958,2.99573227355399,2.60120710548416,1.95018670582257,2.29051251175978,1.09861228866811,1.38629436111989,0.693147180559945,1.09861228866811,3.98898404656427,2.94443897916644,1.79175946922805,1.94591014905531,1.6094379124341,1.79175946922805,1.09861228866811,1.38629436111989,1.09861228866811
"cf_mcclungi",3.3724549127965,0.593326845277734,5.40717177146012,2.77258872223978,2.20717490818939,1.7630170003624,1.80335860507141,1.38629436111989,1.09861228866811,0.693147180559945,1.38629436111989,3.85014760171006,3.17805383034795,1.38629436111989,1.79175946922805,1.09861228866811,1.38629436111989,1.09861228866811,1.38629436111989,1.09861228866811
"mcclungi",3.74809131374578,1.17865499634165,5.34233425196481,3.13549421592915,2.46300181439995,2.14476100780048,2.3434070878343,1.6094379124341,1.38629436111989,0.693147180559945,1.09861228866811,3.95124371858143,3.04452243772342,1.79175946922805,1.94591014905531,1.6094379124341,1.79175946922805,1.09861228866811,1.09861228866811,1.09861228866811
"cf_mcclungi",3.71916614671881,1.05431202977153,5.4249500174814,3.17805383034795,2.26488322581003,1.96290772542388,2.24000021776694,1.09861228866811,1.09861228866811,0.693147180559945,1.38629436111989,3.29583686600433,3.25809653802148,1.09861228866811,1.38629436111989,1.79175946922805,1.94591014905531,1.09861228866811,1.38629436111989,0.693147180559945
"cf_mcclungi",3.78396233536063,0.943905898907128,5.51745289646471,2.94443897916644,2.39971180372477,1.83736998048011,1.97823903617067,1.38629436111989,1.09861228866811,0.693147180559945,0.693147180559945,3.91202300542815,3.40119738166216,0.693147180559945,1.09861228866811,1.6094379124341,1.79175946922805,1.09861228866811,0.693147180559945,0.693147180559945
"gemianulis",3.70843695332947,0.904218150639886,5.43372200355424,2.63905732961526,2.39516427428714,2.03731661537916,2.34564458245449,1.6094379124341,1.38629436111989,0.693147180559945,1.09861228866811,4.40671924726425,3.36729582998647,1.09861228866811,1.38629436111989,1.09861228866811,1.6094379124341,0.693147180559945,1.09861228866811,1.09861228866811
"mcclungi",3.63336674418368,0.792992515529661,5.39816270151775,2.89037175789616,2.53686638871871,2.08815348228186,1.99061032797322,1.09861228866811,1.09861228866811,0.693147180559945,1.09861228866811,3.8286413964891,3.17805383034795,1.38629436111989,1.6094379124341,1.6094379124341,1.94591014905531,1.09861228866811,1.38629436111989,0.693147180559945
"calligaster",3.83751495325308,0.78845736036427,5.57215403217776,2.89037175789616,2.32532457996354,1.88555334851442,1.9643112344262,1.38629436111989,1.6094379124341,1.38629436111989,0.693147180559945,4.06044301054642,3.43398720448515,0.693147180559945,1.09861228866811,1.6094379124341,1.79175946922805,1.09861228866811,0.693147180559945,0.693147180559945
"gemianulis",3.94931879017184,1.18784342239605,5.32787616878958,2.99573227355399,2.61447185414264,2.24283508858827,2.55771814670221,1.38629436111989,1.38629436111989,0.693147180559945,1.09861228866811,4.31748811353631,3.29583686600433,1.38629436111989,1.6094379124341,1.38629436111989,1.38629436111989,0.693147180559945,1.09861228866811,0.693147180559945
"calligaster",3.83384522436412,1.06471073699243,5.34710753071747,2.89037175789616,2.36837283353205,1.92716410623426,2.02287119019144,1.38629436111989,1.09861228866811,0.693147180559945,0.693147180559945,3.95124371858143,3.29583686600433,0,0.693147180559945,1.6094379124341,1.94591014905531,1.09861228866811,0.693147180559945,1.38629436111989
"gemianulis",3.91959427092446,1.01884732019925,5.41164605185504,2.89037175789616,2.55489902160804,2.14943391349987,2.50579800854734,1.38629436111989,1.38629436111989,0.693147180559945,1.09861228866811,4.44265125649032,3.40119738166216,1.09861228866811,1.38629436111989,1.09861228866811,1.6094379124341,0.693147180559945,1.09861228866811,0.693147180559945
"mcclungi",3.65996544394929,0.521765563804325,5.52545293913178,2.83321334405622,2.02683159140754,1.78507048107726,2.02331201007957,1.09861228866811,1.6094379124341,0.693147180559945,1.09861228866811,3.93182563272433,3.31418600467253,0.693147180559945,1.6094379124341,1.6094379124341,1.79175946922805,1.09861228866811,0.693147180559945,0.693147180559945
